clock,passenger_enter,passenger_leave,car_enter,car_leave,motorcycle_enter,motorcycle_leave,bicycle_enter,bicycle_leave,walker,car_parked,motorcycle_parked,bicycle_parked,car_cannot_park,motorcycle_cannot_park,bicycle_cannot_park,car_left_failed,motorcycle_left_failed,bicycle_left_failed,remain_car_parking_space,remain_motorcycle_parking_space,CPU_time(in second)
11,9,9,2,2,4,4,1,1,4,49,519,206,0,1,0,0,0,0,41,5,
12,4,4,1,1,1,2,0,0,3,49,518,206,0,0,0,0,0,0,41,6,
13,10,10,2,2,4,4,1,1,6,49,518,206,0,0,0,0,0,0,41,6,
14,18,18,4,5,9,9,2,4,3,48,514,204,0,4,0,0,0,0,42,11,
15,10,10,2,2,4,4,1,1,6,48,514,204,0,0,0,0,0,0,42,11,
16,11,11,2,2,4,4,1,1,8,48,514,204,0,0,0,0,0,0,42,11,
17,24,24,5,5,10,13,5,3,7,48,510,205,0,1,1,0,0,0,42,14,
18,16,38,3,8,6,23,5,6,3,43,493,204,0,0,0,0,0,0,47,32,
19,6,15,1,4,3,8,2,3,0,40,488,203,0,0,0,0,0,0,50,37,
20,12,28,2,8,5,14,2,6,3,34,479,199,0,0,0,0,0,0,56,48,
21,2,5,0,1,1,3,0,1,1,33,477,198,0,0,0,0,0,0,57,51,
22,0,0,0,0,0,0,0,0,0,33,477,198,0,0,0,0,0,0,57,51,
23,0,22,0,7,0,4,0,6,5,26,473,192,0,0,0,0,0,0,64,58,
0,0,0,0,0,0,0,0,0,0,26,473,192,0,0,0,0,0,0,64,58,
1,0,0,0,0,0,0,0,0,0,26,473,192,0,0,0,0,0,0,64,58,
2,0,0,0,0,0,0,0,0,0,26,473,192,0,0,0,0,0,0,64,58,
3,0,0,0,0,0,0,0,0,0,26,473,192,0,0,0,0,0,0,64,58,
4,0,0,0,0,0,0,0,0,0,26,473,192,0,0,0,0,0,0,64,58,
5,7,3,1,1,3,1,1,0,3,26,475,193,0,0,0,0,0,0,64,55,
6,28,0,6,0,14,0,3,0,5,32,489,196,0,0,0,0,0,0,58,40,
7,21,0,4,0,13,0,3,0,1,36,502,199,0,0,0,0,0,0,54,25,
8,30,12,8,4,14,6,6,2,2,40,510,203,0,0,0,0,0,0,50,15,
9,21,9,4,2,8,5,2,1,8,42,513,204,0,0,0,0,0,0,48,12,
10,16,6,3,1,6,3,2,1,6,44,516,205,0,0,0,0,0,0,46,8,
11,9,9,2,2,4,4,1,1,4,44,516,205,0,0,0,0,0,0,46,8,
12,6,6,1,1,2,2,1,1,4,44,516,205,0,0,0,0,0,0,46,8,
13,9,9,2,2,4,4,1,1,4,44,516,205,0,0,0,0,0,0,46,8,
14,20,20,4,6,10,10,2,4,4,42,513,203,0,3,0,0,0,0,48,12,
15,10,10,2,2,4,4,1,1,6,42,513,203,0,0,0,0,0,0,48,12,
16,15,15,3,3,6,6,2,2,8,42,513,203,0,0,0,0,0,0,48,12,
17,26,26,5,5,10,14,5,3,10,42,509,205,0,0,0,0,0,0,48,15,
18,17,39,3,8,7,23,5,6,4,37,493,204,0,0,0,0,0,0,53,32,
19,4,11,1,3,2,6,1,2,0,35,489,203,0,0,0,0,0,0,55,36,
20,9,21,2,6,4,11,2,4,1,31,482,201,0,0,0,0,0,0,59,44,
21,3,8,1,2,1,4,0,2,1,30,479,199,0,0,0,0,0,0,60,48,
22,0,0,0,0,0,0,0,0,0,30,479,199,0,0,0,0,0,0,60,48,
23,0,24,0,7,0,5,0,7,5,23,474,192,0,0,0,0,0,0,67,57,
0,0,0,0,0,0,0,0,0,0,23,474,192,0,0,0,0,0,0,67,57,
1,0,0,0,0,0,0,0,0,0,23,474,192,0,0,0,0,0,0,67,57,
2,0,0,0,0,0,0,0,0,0,23,474,192,0,0,0,0,0,0,67,57,
3,0,0,0,0,0,0,0,0,0,23,474,192,0,0,0,0,0,0,67,57,
4,0,0,0,0,0,0,0,0,0,23,474,192,0,0,0,0,0,0,67,57,
5,6,2,1,0,2,1,1,0,3,24,475,193,0,0,0,0,0,0,66,55,
6,28,0,6,0,14,0,3,0,5,30,489,196,0,0,0,0,0,0,60,40,
7,27,0,5,0,16,0,4,0,2,35,505,200,0,0,0,0,0,0,55,22,
8,27,11,7,3,12,6,5,2,3,39,511,203,0,0,0,0,0,0,51,14,
9,18,7,4,1,7,4,2,1,6,42,514,204,0,0,0,0,0,0,48,11,
10,15,6,3,1,6,3,2,1,5,44,517,205,0,0,0,0,0,0,46,7,
11,9,9,2,2,4,4,1,1,4,44,517,205,0,0,0,0,0,0,46,7,
12,3,3,1,1,1,1,0,0,2,44,517,205,0,0,0,0,0,0,46,7,
13,9,9,2,2,4,4,1,1,4,44,517,205,0,0,0,0,0,0,46,7,
14,17,17,3,5,8,8,2,3,5,42,515,204,0,2,0,0,0,0,48,10,
15,13,13,3,3,5,5,1,1,8,42,515,204,0,0,0,0,0,0,48,10,
16,10,10,2,2,4,4,1,1,6,42,515,204,0,0,0,0,0,0,48,10,
17,26,26,5,5,10,14,5,3,10,42,508,206,0,3,0,0,0,0,48,16,
18,11,26,2,5,4,16,3,4,3,39,496,205,0,0,0,0,0,0,51,28,
19,6,14,1,3,3,8,2,3,0,37,491,204,0,0,0,0,0,0,53,34,
20,9,23,2,6,4,12,2,5,1,33,483,201,0,0,0,0,0,0,57,43,
21,3,7,1,2,1,4,0,1,1,32,480,200,0,0,0,0,0,0,58,47,
22,0,0,0,0,0,0,0,0,0,32,480,200,0,0,0,0,0,0,58,47,
23,0,13,0,4,0,3,0,4,2,28,477,196,0,0,0,0,0,0,62,52,
0,0,0,0,0,0,0,0,0,0,28,477,196,0,0,0,0,0,0,62,52,
1,0,0,0,0,0,0,0,0,0,28,477,196,0,0,0,0,0,0,62,52,
2,0,0,0,0,0,0,0,0,0,28,477,196,0,0,0,0,0,0,62,52,
3,0,0,0,0,0,0,0,0,0,28,477,196,0,0,0,0,0,0,62,52,
4,0,0,0,0,0,0,0,0,0,28,477,196,0,0,0,0,0,0,62,52,
5,8,3,2,1,3,1,1,0,3,29,479,197,0,0,0,0,0,0,61,49,
6,26,0,5,0,13,0,3,0,5,34,492,200,0,0,0,0,0,0,56,35,
7,21,0,4,0,13,0,3,0,1,38,505,203,0,0,0,0,0,0,52,20,
8,30,12,8,4,14,6,6,2,2,42,513,207,0,0,0,0,0,0,48,10,
9,22,9,4,2,9,5,2,1,8,44,517,208,0,0,0,0,0,0,46,6,
10,14,6,3,1,6,3,1,1,5,46,519,208,0,1,0,0,0,0,44,4,
11,10,10,2,2,4,5,1,1,5,46,517,208,0,1,0,0,0,0,44,6,
12,5,5,1,1,2,2,0,0,4,46,517,208,0,0,0,0,0,0,44,6,
13,9,9,2,2,4,4,1,1,4,46,517,208,0,0,0,0,0,0,44,6,
14,12,12,2,4,6,6,1,2,3,44,516,207,0,1,0,0,0,0,46,7,
15,10,10,2,2,4,4,1,1,6,44,516,207,0,0,0,0,0,0,46,7,
16,12,12,2,2,5,5,1,1,8,44,516,207,0,0,0,0,0,0,46,7,
17,22,22,4,4,9,12,4,3,8,44,510,207,0,3,1,0,0,0,46,13,
18,13,32,3,6,5,19,4,5,3,41,496,206,0,0,0,0,0,0,49,28,
19,5,13,1,3,2,7,1,3,1,39,491,204,0,0,0,0,0,0,51,34,
20,7,16,1,4,3,8,1,3,3,36,486,202,0,0,0,0,0,0,54,40,
21,2,4,0,1,1,2,0,1,1,35,485,201,0,0,0,0,0,0,55,41,
22,0,0,0,0,0,0,0,0,0,35,485,201,0,0,0,0,0,0,55,41,
23,0,20,0,6,0,4,0,6,4,29,481,195,0,0,0,0,0,0,61,48,
0,0,0,0,0,0,0,0,0,0,29,481,195,0,0,0,0,0,0,61,48,
1,0,0,0,0,0,0,0,0,0,29,481,195,0,0,0,0,0,0,61,48,
2,0,0,0,0,0,0,0,0,0,29,481,195,0,0,0,0,0,0,61,48,
3,0,0,0,0,0,0,0,0,0,29,481,195,0,0,0,0,0,0,61,48,
4,0,0,0,0,0,0,0,0,0,29,481,195,0,0,0,0,0,0,61,48,
5,9,3,2,1,4,1,1,0,3,30,484,196,0,0,0,0,0,0,60,45,
6,20,0,4,0,10,0,2,0,4,34,494,198,0,0,0,0,0,0,56,34,
7,20,0,4,0,12,0,3,0,1,38,506,201,0,0,0,0,0,0,52,20,
8,24,10,6,3,11,5,5,2,2,41,512,204,0,0,0,0,0,0,49,13,
9,21,9,4,2,8,5,2,1,8,43,515,205,0,0,0,0,0,0,47,9,
10,13,5,3,1,5,2,1,0,6,45,518,206,0,0,0,0,0,0,45,6,
11,11,11,2,2,4,6,1,1,6,45,516,206,0,0,0,0,0,0,45,8,
12,5,5,1,1,2,2,0,0,4,45,516,206,0,0,0,0,0,0,45,8,
13,11,11,2,2,4,4,1,1,8,45,516,206,0,0,0,0,0,0,45,8,
14,16,16,3,5,8,8,2,3,3,43,515,205,0,1,0,0,0,0,47,9,
15,12,12,2,2,5,5,1,1,8,43,515,205,0,0,0,0,0,0,47,9,
16,12,12,2,2,5,5,1,1,8,43,515,205,0,0,0,0,0,0,47,9,
17,26,26,5,5,10,14,5,3,10,43,508,207,0,3,0,0,0,0,47,15,
18,11,25,2,5,4,15,3,4,3,40,497,206,0,0,0,0,0,0,50,27,
19,4,9,1,2,2,5,1,2,0,39,494,205,0,0,0,0,0,0,51,30,
20,7,18,1,5,3,9,1,4,2,35,488,202,0,0,0,0,0,0,55,38,
21,3,8,1,2,1,4,0,2,1,34,485,200,0,0,0,0,0,0,56,42,
22,0,0,0,0,0,0,0,0,0,34,485,200,0,0,0,0,0,0,56,42,
23,0,24,0,7,0,5,0,7,5,27,480,193,0,0,0,0,0,0,63,50,
0,0,0,0,0,0,0,0,0,0,27,480,193,0,0,0,0,0,0,63,50,
1,0,0,0,0,0,0,0,0,0,27,480,193,0,0,0,0,0,0,63,50,
2,0,0,0,0,0,0,0,0,0,27,480,193,0,0,0,0,0,0,63,50,
3,0,0,0,0,0,0,0,0,0,27,480,193,0,0,0,0,0,0,63,50,
4,0,0,0,0,0,0,0,0,0,27,480,193,0,0,0,0,0,0,63,50,
5,7,3,1,1,3,1,1,0,3,27,482,194,0,0,0,0,0,0,63,48,
6,30,0,6,0,15,0,3,0,6,33,497,197,0,0,0,0,0,0,57,31,
7,22,0,4,0,13,0,3,0,2,37,510,200,0,0,0,0,0,0,53,17,
8,30,12,8,4,14,6,6,2,2,41,518,204,0,0,0,0,0,0,49,7,
9,24,10,5,2,10,6,2,1,8,44,518,205,0,4,0,0,0,0,46,6,
10,10,4,2,1,4,2,1,0,4,45,520,206,0,0,0,0,0,0,45,4,
11,10,10,2,2,4,5,1,1,5,45,518,206,0,1,0,0,0,0,45,6,
12,4,4,1,1,1,2,0,0,3,45,517,206,0,0,0,0,0,0,45,7,
13,13,13,3,3,5,5,1,1,8,45,517,206,0,0,0,0,0,0,45,7,
14,21,21,4,6,10,10,2,4,6,43,513,204,0,4,0,0,0,0,47,12,
15,9,9,2,2,4,4,1,1,4,43,513,204,0,0,0,0,0,0,47,12,
16,9,9,2,2,4,4,1,1,4,43,513,204,0,0,0,0,0,0,47,12,
17,29,29,6,6,12,16,6,3,9,43,506,207,0,3,0,0,0,0,47,17,
18,15,35,3,7,6,21,4,5,4,39,491,206,0,0,0,0,0,0,51,33,
19,4,11,1,3,2,6,1,2,0,37,487,205,0,0,0,0,0,0,53,37,
20,8,18,2,5,3,9,2,4,1,34,481,203,0,0,0,0,0,0,56,44,
21,2,6,0,1,1,3,0,1,2,33,479,202,0,0,0,0,0,0,57,47,
22,0,0,0,0,0,0,0,0,0,33,479,202,0,0,0,0,0,0,57,47,
23,0,20,0,6,0,4,0,6,4,27,475,196,0,0,0,0,0,0,63,54,
0,0,0,0,0,0,0,0,0,0,27,475,196,0,0,0,0,0,0,63,54,
1,0,0,0,0,0,0,0,0,0,27,475,196,0,0,0,0,0,0,63,54,
2,0,0,0,0,0,0,0,0,0,27,475,196,0,0,0,0,0,0,63,54,
3,0,0,0,0,0,0,0,0,0,27,475,196,0,0,0,0,0,0,63,54,
4,0,0,0,0,0,0,0,0,0,27,475,196,0,0,0,0,0,0,63,54,
5,7,3,1,1,3,1,1,0,3,27,477,197,0,0,0,0,0,0,63,51,
6,25,0,5,0,12,0,2,0,6,32,489,199,0,0,0,0,0,0,58,38,
7,22,0,4,0,13,0,3,0,2,36,502,202,0,0,0,0,0,0,54,24,
8,34,14,8,4,15,7,7,3,4,40,510,206,0,0,0,0,0,0,50,14,
9,25,10,5,2,10,6,2,1,9,43,514,207,0,0,0,0,0,0,47,9,
10,10,4,2,1,4,2,1,0,4,44,516,208,0,0,0,0,0,0,46,7,
11,14,14,3,3,6,7,1,1,7,44,515,208,0,0,0,0,0,0,46,8,
12,4,4,1,1,1,2,0,0,3,44,514,208,0,0,0,0,0,0,46,9,
13,7,7,1,1,3,3,1,1,4,44,514,208,0,0,0,0,0,0,46,9,
14,16,16,3,5,8,8,2,3,3,42,514,207,0,0,0,0,0,0,48,9,
15,8,8,2,2,3,3,1,1,4,42,514,207,0,0,0,0,0,0,48,9,
16,12,12,2,2,5,5,1,1,8,42,514,207,0,0,0,0,0,0,48,9,
17,20,20,4,4,8,11,4,2,7,42,510,209,0,1,0,0,0,0,48,12,
18,15,37,3,7,6,22,4,6,4,38,494,207,0,0,0,0,0,0,52,29,
19,2,6,0,1,1,3,0,1,2,37,492,206,0,0,0,0,0,0,53,32,
20,9,21,2,6,4,11,2,4,1,33,485,204,0,0,0,0,0,0,57,40,
21,2,5,0,1,1,3,0,1,1,32,483,203,0,0,0,0,0,0,58,42,
22,0,0,0,0,0,0,0,0,0,32,483,203,0,0,0,0,0,0,58,42,
23,0,20,0,6,0,4,0,6,4,26,479,197,0,0,0,0,0,0,64,49,
0,0,0,0,0,0,0,0,0,0,26,479,197,0,0,0,0,0,0,64,49,
1,0,0,0,0,0,0,0,0,0,26,479,197,0,0,0,0,0,0,64,49,
2,0,0,0,0,0,0,0,0,0,26,479,197,0,0,0,0,0,0,64,49,
3,0,0,0,0,0,0,0,0,0,26,479,197,0,0,0,0,0,0,64,49,
4,0,0,0,0,0,0,0,0,0,26,479,197,0,0,0,0,0,0,64,49,
5,7,3,1,1,3,1,1,0,3,26,481,198,0,0,0,0,0,0,64,47,
6,37,0,7,0,18,0,4,0,8,33,499,202,0,0,0,0,0,0,57,27,
7,18,0,4,0,11,0,3,0,0,37,510,205,0,0,0,0,0,0,53,14,
8,28,12,7,4,13,6,6,2,2,40,515,209,0,2,0,0,0,0,50,7,
9,27,11,5,2,11,6,3,1,10,43,515,211,0,5,0,0,0,0,47,6,
10,16,6,3,1,6,3,2,1,6,45,517,212,0,1,0,0,0,0,45,4,
11,10,10,2,2,4,5,1,1,5,45,515,212,0,1,0,0,0,0,45,6,
12,6,6,1,1,2,2,1,1,4,45,515,212,0,0,0,0,0,0,45,6,
13,12,12,2,2,5,5,1,1,8,45,515,212,0,0,0,0,0,0,45,6,
14,19,19,4,6,10,10,2,4,2,43,510,210,0,5,0,0,0,0,47,12,
15,18,18,4,4,7,7,2,2,10,43,510,210,0,0,0,0,0,0,47,12,
16,12,12,2,2,5,5,1,1,8,43,510,210,0,0,0,0,0,0,47,12,
17,27,27,5,5,11,15,5,3,10,43,504,212,0,2,0,0,0,0,47,17,
18,15,35,3,7,6,21,4,5,4,39,489,211,0,0,0,0,0,0,51,32,
19,4,11,1,3,2,6,1,2,0,37,485,210,0,0,0,0,0,0,53,37,
20,11,25,2,7,4,13,2,5,3,32,476,207,0,0,0,0,0,0,58,47,
21,3,8,1,2,1,4,0,2,1,31,473,205,0,0,0,0,0,0,59,51,
22,0,0,0,0,0,0,0,0,0,31,473,205,0,0,0,0,0,0,59,51,
23,0,13,0,4,0,3,0,4,2,27,470,201,0,0,0,0,0,0,63,56,
0,0,0,0,0,0,0,0,0,0,27,470,201,0,0,0,0,0,0,63,56,
1,0,0,0,0,0,0,0,0,0,27,470,201,0,0,0,0,0,0,63,56,
2,0,0,0,0,0,0,0,0,0,27,470,201,0,0,0,0,0,0,63,56,
3,0,0,0,0,0,0,0,0,0,27,470,201,0,0,0,0,0,0,63,56,
4,0,0,0,0,0,0,0,0,0,27,470,201,0,0,0,0,0,0,63,56,
5,4,2,1,0,2,1,0,0,2,28,471,201,0,0,0,0,0,0,62,55,
6,29,0,6,0,14,0,3,0,6,34,485,204,0,0,0,0,0,0,56,40,
7,20,0,4,0,12,0,3,0,1,38,497,207,0,0,0,0,0,0,52,26,
8,29,12,7,4,13,6,6,2,3,41,504,211,0,0,0,0,0,0,49,17,
9,23,9,5,2,9,5,2,1,8,44,508,212,0,0,0,0,0,0,46,13,
10,16,7,3,1,6,4,2,1,6,46,510,213,0,0,0,0,0,0,44,10,
11,13,13,3,3,5,6,1,1,7,46,509,213,0,0,0,0,0,0,44,11,
12,6,6,1,1,2,2,1,1,4,46,509,213,0,0,0,0,0,0,44,11,
13,10,10,2,2,4,4,1,1,6,46,509,213,0,0,0,0,0,0,44,11,
14,20,20,4,6,10,10,2,4,4,44,509,211,0,0,0,0,0,0,46,12,
15,10,10,2,2,4,4,1,1,6,44,509,211,0,0,0,0,0,0,46,12,
16,8,8,2,2,3,3,1,1,4,44,509,211,0,0,0,0,0,0,46,12,
17,21,21,4,4,8,12,4,3,7,44,505,212,0,0,0,0,0,0,46,16,
18,17,40,3,8,7,24,5,6,4,39,488,211,0,0,0,0,0,0,51,33,
19,6,16,1,4,3,9,2,3,0,36,482,210,0,0,0,0,0,0,54,40,
20,9,21,2,6,4,11,2,4,1,32,475,208,0,0,0,0,0,0,58,48,
21,1,2,0,0,0,1,0,0,2,32,474,208,0,0,0,0,0,0,58,49,
22,0,0,0,0,0,0,0,0,0,32,474,208,0,0,0,0,0,0,58,49,
23,0,17,0,5,0,3,0,5,4,27,471,203,0,0,0,0,0,0,63,54,
0,0,0,0,0,0,0,0,0,0,27,471,203,0,0,0,0,0,0,63,54,
1,0,0,0,0,0,0,0,0,0,27,471,203,0,0,0,0,0,0,63,54,
2,0,0,0,0,0,0,0,0,0,27,471,203,0,0,0,0,0,0,63,54,
3,0,0,0,0,0,0,0,0,0,27,471,203,0,0,0,0,0,0,63,54,
4,0,0,0,0,0,0,0,0,0,27,471,203,0,0,0,0,0,0,63,54,
5,6,2,1,0,2,1,1,0,3,28,472,204,0,0,0,0,0,0,62,53,
6,31,0,6,0,16,0,3,0,6,34,488,207,0,0,0,0,0,0,56,35,
7,14,0,3,0,8,0,2,0,1,37,496,209,0,0,0,0,0,0,53,26,
8,28,12,7,4,13,6,6,2,2,40,503,213,0,0,0,0,0,0,50,17,
9,25,11,5,2,10,6,2,1,10,43,507,214,0,0,0,0,0,0,47,13,
10,12,5,2,1,5,2,1,0,6,44,510,215,0,0,0,0,0,0,46,9,
11,10,10,2,2,4,5,1,1,5,44,509,215,0,0,0,0,0,0,46,10,
12,4,4,1,1,1,2,0,0,3,44,508,215,0,0,0,0,0,0,46,11,
13,7,7,1,1,3,3,1,1,4,44,508,215,0,0,0,0,0,0,46,11,
14,17,17,3,5,8,8,2,3,5,42,508,214,0,0,0,0,0,0,48,12,
15,7,7,1,1,3,3,1,1,4,42,508,214,0,0,0,0,0,0,48,12,
16,11,11,2,2,4,4,1,1,8,42,508,214,0,0,0,0,0,0,48,12,
17,27,27,5,5,11,15,5,3,10,42,503,215,0,1,1,0,0,0,48,16,
18,13,30,3,6,5,18,4,4,3,39,490,215,0,0,0,0,0,0,51,29,
19,4,10,1,2,2,6,1,2,0,38,486,214,0,0,0,0,0,0,52,34,
20,11,25,2,7,4,13,2,5,3,33,477,211,0,0,0,0,0,0,57,44,
21,2,6,0,1,1,3,0,1,2,32,475,210,0,0,0,0,0,0,58,47,
22,0,0,0,0,0,0,0,0,0,32,475,210,0,0,0,0,0,0,58,47,
23,0,23,0,7,0,5,0,6,5,25,470,204,0,0,0,0,0,0,65,55,
0,0,0,0,0,0,0,0,0,0,25,470,204,0,0,0,0,0,0,65,55,
1,0,0,0,0,0,0,0,0,0,25,470,204,0,0,0,0,0,0,65,55,
2,0,0,0,0,0,0,0,0,0,25,470,204,0,0,0,0,0,0,65,55,
3,0,0,0,0,0,0,0,0,0,25,470,204,0,0,0,0,0,0,65,55,
4,0,0,0,0,0,0,0,0,0,25,470,204,0,0,0,0,0,0,65,55,
5,4,1,1,0,2,0,0,0,2,26,472,204,0,0,0,0,0,0,64,53,
6,38,0,8,0,19,0,4,0,7,34,491,208,0,0,0,0,0,0,56,32,
7,24,0,5,0,14,0,4,0,1,39,505,212,0,0,0,0,0,0,51,16,
8,27,11,7,3,12,6,5,2,3,43,511,215,0,0,0,0,0,0,47,8,
9,21,9,4,2,8,5,2,1,8,45,513,216,0,1,0,0,0,0,45,6,
10,16,7,3,1,6,4,2,1,6,47,514,217,0,1,0,0,0,0,43,4,
11,10,10,2,2,4,5,1,1,5,47,513,217,0,0,0,0,0,0,43,5,
12,3,3,1,1,1,1,0,0,2,47,513,217,0,0,0,0,0,0,43,5,
13,10,10,2,2,4,4,1,1,6,47,513,217,0,0,0,0,0,0,43,5,
14,15,15,3,4,8,8,2,3,2,46,509,216,0,4,0,0,0,0,44,10,
15,17,17,3,3,7,7,2,2,10,46,509,216,0,0,0,0,0,0,44,10,
16,14,14,3,3,6,6,1,1,8,46,509,216,0,0,0,0,0,0,44,10,
17,18,18,4,4,7,10,4,2,5,46,506,218,0,0,0,0,0,0,44,12,
18,13,32,3,6,5,19,4,5,3,43,492,217,0,0,0,0,0,0,47,26,
19,6,14,1,3,3,8,2,3,0,41,487,216,0,0,0,0,0,0,49,32,
20,8,19,2,5,3,10,2,4,1,38,480,214,0,0,0,0,0,0,52,40,
21,4,10,1,2,2,6,0,2,1,37,476,212,0,0,0,0,0,0,53,45,
22,0,0,0,0,0,0,0,0,0,37,476,212,0,0,0,0,0,0,53,45,
23,0,21,0,6,0,4,0,6,5,31,472,206,0,0,0,0,0,0,59,52,
0,0,0,0,0,0,0,0,0,0,31,472,206,0,0,0,0,0,0,59,52,
1,0,0,0,0,0,0,0,0,0,31,472,206,0,0,0,0,0,0,59,52,
2,0,0,0,0,0,0,0,0,0,31,472,206,0,0,0,0,0,0,59,52,
3,0,0,0,0,0,0,0,0,0,31,472,206,0,0,0,0,0,0,59,52,
4,0,0,0,0,0,0,0,0,0,31,472,206,0,0,0,0,0,0,59,52,
5,8,3,2,1,3,1,1,0,3,32,474,207,0,0,0,0,0,0,58,49,
6,35,0,7,0,18,0,4,0,6,39,492,211,0,0,0,0,0,0,51,29,
7,17,0,3,0,10,0,3,0,1,42,502,214,0,0,0,0,0,0,48,18,
8,32,14,8,4,14,7,6,3,4,46,509,217,0,0,0,0,0,0,44,9,
9,28,12,6,2,11,7,3,1,10,50,510,219,0,3,0,0,0,0,40,7,
10,12,5,2,1,5,2,1,0,6,51,513,220,0,0,0,0,0,0,39,4,
11,14,14,3,3,6,7,1,1,7,51,509,220,0,3,0,0,0,0,39,8,
12,5,5,1,1,2,2,0,0,4,51,509,220,0,0,0,0,0,0,39,8,
13,5,5,1,1,2,2,0,0,4,51,509,220,0,0,0,0,0,0,39,8,
14,17,17,3,5,8,8,2,3,5,49,508,219,0,1,0,0,0,0,41,9,
15,10,10,2,2,4,4,1,1,6,49,508,219,0,0,0,0,0,0,41,9,
16,10,10,2,2,4,4,1,1,6,49,508,219,0,0,0,0,0,0,41,9,
17,27,27,5,5,11,15,5,3,10,49,500,221,0,4,0,0,0,0,41,16,
18,15,35,3,7,6,21,4,5,4,45,485,220,0,0,0,0,0,0,45,32,
19,5,11,1,3,2,6,1,2,1,43,481,219,0,0,0,0,0,0,47,36,
20,8,18,2,5,3,9,2,4,1,40,475,217,0,0,0,0,0,0,50,43,
21,2,6,0,1,1,3,0,1,2,39,473,216,0,0,0,0,0,0,51,46,
22,0,0,0,0,0,0,0,0,0,39,473,216,0,0,0,0,0,0,51,46,
23,0,20,0,6,0,4,0,6,4,33,469,210,0,0,0,0,0,0,57,53,
0,0,0,0,0,0,0,0,0,0,33,469,210,0,0,0,0,0,0,57,53,
1,0,0,0,0,0,0,0,0,0,33,469,210,0,0,0,0,0,0,57,53,
2,0,0,0,0,0,0,0,0,0,33,469,210,0,0,0,0,0,0,57,53,
3,0,0,0,0,0,0,0,0,0,33,469,210,0,0,0,0,0,0,57,53,
4,0,0,0,0,0,0,0,0,0,33,469,210,0,0,0,0,0,0,57,53,
5,12,5,2,1,5,2,1,0,6,34,472,211,0,0,0,0,0,0,56,49,
6,24,0,5,0,12,0,2,0,5,39,484,213,0,0,0,0,0,0,51,36,
7,20,0,4,0,12,0,3,0,1,43,496,216,0,0,0,0,0,0,47,23,
8,37,15,9,4,17,8,7,3,4,48,505,220,0,0,0,0,0,0,42,12,
9,21,9,4,2,8,5,2,1,8,50,508,221,0,0,0,0,0,0,40,8,
10,14,6,3,1,6,3,1,1,5,52,511,221,0,0,0,0,0,0,38,5,
11,7,7,1,1,3,4,1,1,3,52,510,221,0,0,0,0,0,0,38,6,
12,2,2,0,0,1,1,0,0,2,52,510,221,0,0,0,0,0,0,38,6,
13,13,13,3,3,5,5,1,1,8,52,510,221,0,0,0,0,0,0,38,6,
14,21,21,4,6,10,10,2,4,6,50,505,219,0,5,0,0,0,0,40,12,
15,10,10,2,2,4,4,1,1,6,50,505,219,0,0,0,0,0,0,40,12,
16,8,8,2,2,3,3,1,1,4,50,505,219,0,0,0,0,0,0,40,12,
17,18,18,4,4,7,10,4,2,5,50,502,221,0,0,0,0,0,0,40,14,
18,16,37,3,7,6,22,5,6,4,46,486,220,0,0,0,0,0,0,44,31,
19,4,9,1,2,2,5,1,2,0,45,483,219,0,0,0,0,0,0,45,34,
20,9,21,2,6,4,11,2,4,1,41,476,217,0,0,0,0,0,0,49,42,
21,2,4,0,1,1,2,0,1,1,40,475,216,0,0,0,0,0,0,50,44,
22,0,0,0,0,0,0,0,0,0,40,475,216,0,0,0,0,0,0,50,44,
23,0,25,0,8,0,5,0,7,5,32,470,209,0,0,0,0,0,0,58,52,
0,0,0,0,0,0,0,0,0,0,32,470,209,0,0,0,0,0,0,58,52,
1,0,0,0,0,0,0,0,0,0,32,470,209,0,0,0,0,0,0,58,52,
2,0,0,0,0,0,0,0,0,0,32,470,209,0,0,0,0,0,0,58,52,
3,0,0,0,0,0,0,0,0,0,32,470,209,0,0,0,0,0,0,58,52,
4,0,0,0,0,0,0,0,0,0,32,470,209,0,0,0,0,0,0,58,52,
5,5,2,1,0,2,1,0,0,3,33,471,209,0,0,0,0,0,0,57,51,
6,29,0,6,0,14,0,3,0,6,39,485,212,0,0,0,0,0,0,51,36,
7,19,0,4,0,11,0,3,0,1,43,496,215,0,0,0,0,0,0,47,23,
8,21,9,5,3,9,4,4,2,3,45,501,217,0,0,0,0,0,0,45,17,
9,25,11,5,2,10,6,2,1,10,48,505,218,0,0,0,0,0,0,42,13,
10,14,6,3,1,6,3,1,1,5,50,508,218,0,0,0,0,0,0,40,10,
11,8,8,2,2,3,4,1,1,3,50,507,218,0,0,0,0,0,0,40,11,
12,5,5,1,1,2,2,0,0,4,50,507,218,0,0,0,0,0,0,40,11,
13,9,9,2,2,4,4,1,1,4,50,507,218,0,0,0,0,0,0,40,11,
14,22,22,4,7,11,11,2,4,5,47,506,216,0,1,0,0,0,0,43,13,
15,9,9,2,2,4,4,1,1,4,47,506,216,0,0,0,0,0,0,43,13,
16,8,8,2,2,3,3,1,1,4,47,506,216,0,0,0,0,0,0,43,13,
17,23,23,5,5,9,13,5,3,6,47,502,218,0,0,0,0,0,0,43,16,
18,13,30,3,6,5,18,4,4,3,44,489,218,0,0,0,0,0,0,46,29,
19,3,9,1,2,2,5,1,2,-1,43,486,217,0,0,0,0,0,0,47,32,
